	claim	evidence	label
258	Almanya’da çocuk doktorlarının yüzde 92’si çocuğunu aşılatmıyor iddiası	Almanya'da çocuk doktorlarının sadece yüzde 8'inin kendi çocuklarına aşı yaptırdığı iddiası doğru değil.Almanya ve diğer ülkelerde yapılan çalışmalara göre çocuk doktoru ve diğer doktorların çocuklarını yüksek oranlarda aşılattığı görülüyor.	yanlış
232	Yeni Akit'in 'Medine Sözleşmesi’ne göre Kürtlerin boynunun vurulması gerekiyor' ibaresi yer alan bir haber yayınlayıp sonra sildiği iddiası	Yeni Akit'in yayınladığı bir haberde “Medine Sözleşmesi’ne göre Kürtlerin ya sınır dışı edilmesi ya da boynunun vurulması gerekiyor” ifadeleri kullanıldı.İçerik daha sonra siteden kaldırılmış. Arşiv görüntüsüne Google ön belleğinden ulaşılabiliyor.	doğru
115	Emirgan’daki Mado’nun manzarası için ağaçların kesildiği iddiası	Ağaçlar, İstanbul Büyükşehir Belediyesi (İBB) tarafından Emirgan Sahil Yolu Projesi kapsamında 2015 yılında kesilmiş.Google Haritalar’daki 2015 ve sonrası görsellerde işletme binasının tam önünde büyük bir ağacın yer aldığı görülebiliyor.	yanlış
120	Bir Twitter hesabı tarafından 23 Temmuz 2022 tarihinde yapılan paylaşımda Zara’nın başörtülü kadınların Fransa’da mağazalarına girmesini yasakladığı iddia edildi. 	Bir Twitter hesabı tarafından yapılan paylaşımda Zara’nın başörtülü kadınların Fransa’da mağazalarına girmesini yasakladığı iddia edilmişti. Söz konusu iddia 2015’te Youtube’da paylaşılan bir videoya dayanıyor. Zara konuya ilişkin 2015 yılında böyle bir uygulamanın olmadığını belirterek güvenlik görevlisi ve mağaza müdürüne yaptırım uyguladığını açıklamıştı. 2022 itibarıyla Zara’nın şirket politikası incelendiğinde başörtü takan müşterilerin mağazalara giremediğine ilişkin bir uygulaması bulunmadığı görülüyor.	yanlış
349	Süleyman Soylu'nun Yediiklim Yayınevi’ni ziyaret ettiği ve tanıtım afişinde yer aldığı iddiası	Fotoğraf, İçişleri Bakanı Süleyman Soylu’nun 31 Temmuz 2017’de düzenlenen 105. Dönem Kaymakam Adayları Uyum Kursu’nda çekilmiş.Fotoğraf, Soylu’nun resmi Twitter hesabında yer alıyor.Soylu’nun geçmişte yayınevine ziyarette bulunduğuna dair herhangi bir kanıta rastlanmıyor.	yanlış
224	Hamidiye Kaynak Suları, II. Abdulhamid döneminde kuruldu	Hamidiye Kaynak Suları, İBB’nin CHP yönetimi döneminde kurulmadı. Tesislerin temeli 1898’e, yani Sultan 2. Abdülhamid dönemine dayanıyor.	yanlış
402	Bir Instagram hesabı tarafından 16 Eylül 2022 tarihinde yapılan paylaşımda Katar’ın askeri hava araçları ve personelinin Türkiye’de konuşlanacağı iddia edildi. 	Bir Instagram hesabı tarafından 16 Eylül 2022 tarihinde yapılan paylaşımda Katar’ın askeri hava araçları ve personelinin Türkiye’de konuşlanacağı iddia edilmişti. Resmi Gazete’nin 15 Eylül 2022 tarihli mükerrer sayısında yayımlanan karara göre, Katar Hava Kuvvetleri’ne bağlı 36 hava aracı ve 250 personel Genelkurmay Başkanlığı tarafından belirlenecek Türkiye’deki askeri üslerde konuşlanabilecek. Türkiye ve Katar arasındaki anlaşma 5 yıl boyunca yürürlükte olacak.	doğru
397	Kanada-Fas maçında TRT spikerinin devre arasında değiştirildiği iddiası	TRT Spor'da karşılaşmanın iki devresini farklı spiker anlatmış. Spiker değişikliğinin nedeni ise belirtilmemiş.Günün diğer maçlarında böyle bir uygulama yok.	doğru
127	Prens William'ın ‘Asya ve Afrika'nın aksine Avrupa’da savaş görmek tuhaf’ dediği iddiası	Prens William’ın böyle bir sözü yok.Daily Express gazetesinin kraliyet sorumlusu Richard Palmer, yanlış haber için Twitter üzerinden özür dileyip düzeltme yapmış.Birçok haber sitesi de Palmer’ın paylaşımı sonrası haberlerini güncellemiş.	yanlış
285	İlginç ama gerçek: 2018’den beş doğru bilgi	Polonya’da Bira Sevenler Partisi kuruldu.Kanadalı doktorlar maaşlarına yapılan zammı protesto etti.ABD'li 200 bin kadın dekolte giyerek “meme depremi” yaratmaya çalıştı.TV 8’de yayınlanan bir magazin programında görünen pop şarkıcısı Selena Gomez’in boynundaki haç sansürlendi.A Haber 4 bin 600 yıllık cami taşınıyor şeklinde bir alt bant kullandı.	doğru
411	Kadıköy’de saldırıya uğrayan üç gencin yaşlı bir kadını kurtarmaya çalıştığı iddiası	TRT Haber’de Kadıköy’deki Boğaziçi protestoları sırasında “yaşlı bir babaanneyi” kurtarmak için darp edildiği iddia edilen üç gencin anlattıklarıyla, olay anına ilişkin görüntüler çelişiyor.2 Şubat tarihinde Kadıköy'de kaydedilen görüntülerde yaşlı bir kadın görünmüyor. Ayrıca, 65 yaş üzerindekiler ancak 10.00-13.00 arası dışarı çıkabiliyor.Şahıslar olay gecesi basına yaptıkları ilk açıklamada da “yaşlı bir babaanneden” bahsetmedi.Videolarda üç gencin kavga ettiği ve zorluk çıkardığı tespit edilebiliyor.	yanlış
107	CHP'li kadınların 'cenabet gezmek' için imza kampanyası düzenlediği iddiası	Görseldeki pankarta montaj yapılmış, orijinali 13 Temmuz 2016’dan.Pankartta “Binali Yıldırım’ın ‘il ve ilçe müftülüklerine nikah kıyma yetkisi verileceğini’ belirten açıklamasını kabul etmiyoruz!” yazıyor.Etkinliğin sebebiyse Binali Yıldırım’ın müftülüklere nikah kıyma yetkisi verileceği açıklamasına karşı CHP İzmir İl Kadın Kolları'nın tepkisi.	yanlış
370	Suudi Arabistan’da Kabe imamının katıldığı bir organizasyonda kumar oynandığı iddiası	İmam Kelbani’nin katıldığı turnuva bir kumar organizasyonu değil Suudi Arabistan’da popüler bir kart oyunu olan Baloot turnuvası.4-8 Nisan 2018 arası Riyad’da düzenlenen turnuvanın ilk gününde resmi Twitter hesabında paylaşılan bir fotoğrafta Spor Bakanı Turki Al eş Şeyh de görülebiliyor.	yanlış
325	“Ben bir tek halkıma aşık oldum” yazılı mektubu Atatürk’ün yazdığı iddiası	Atatürk’ün söylevlerinde ve yayınlanan mektuplarında böyle bir mektup bulunmuyor.Metnin üslubu da Atatürk’ün aynı dönem yazdığı mektuplarla uyuşmuyor.Kaynakçalı Atatürk Günlüğü’ne göre, Atatürk 15 Mart 1938’de hastalığı ile ilgili Celal Bayar’a yazıyor. 28 Mart 1938’de Prof. Dr. Fiessinger’in Ankara’ya gelip Çankaya’da Atatürk’ü muayene ediyor.	yanlış
133	Fransa’daki polislerin yurttaşlara yaptırım uygulamama kararı alıp görevini bıraktığı iddiası	Videodaki görüntüler 12 Haziran 2020’den.Eylemlerin nedeni hükümetin pandemi önlemleri değil, polisin ırkçılıkla ilişkilendirilmesi.	yanlış
452	Bilkent Üniversitesi'nin öğrencilere çevrimiçi sınavlar için ayna gönderdiği iddiası	Üniversite, yurtdışında ikamet edenler hariç tüm öğrencilerine ayna gönderiyor.Bilkent Üniversitesi İletişim Ofisi iddianın doğru olduğunu teyit etti.Üniversite idaresi uygulamayı finallerde kopya çekmenin önüne geçebilmek için başlatmış.	doğru
44	Japonya’da salgının ivermektinle bitirildiği ve aşılamanın durduğu iddiası	Japonya’da aşılama devam ediyor. Ülkenin yüzde 73’ü tam aşılı.Ülkenin resmi Covid-19 tedavi protokolünde ivermektin yer almıyor.İvermektin, Covid-19’a karşı etkinliği gözlemlenmediği için onay almamış ilaçlardan biri.	yanlış
460	Pfizer & BioNTech’in geliştirdiği Covid-19 aşısının gönüllülerde yüz felcine neden olduğu iddiası	ABD Gıda ve İlaç Dairesi (FDA) tarafından yayınlanan raporda, Pfizer & BioNTech tarafından geliştirilen Covid-19 aşısını olan gönüllülerden dördünde yüz felci görüldüğü belirtiliyor.Ancak yüz felcine aşının neden olduğuna dair kanıt yok.Raporda Covid-19 aşısı ile yüz felci arasında nedensel bir ilişki kurulmadığı söyleniyor.Yüz felci genel nüfusta da bu oranda görülüyor.Haberler ve paylaşımlarda kullanılan fotoğraf aşı gönüllülerini göstermiyor. Fotoğraf uzun zamandır yüz felcini anlatan kaynaklarda yer alıyor.	yanlış
65	Jennifer Lopez, Nazlı Çelik’e Atatürk hakkında sözler söyledi mi?	Jennifer Lopez’in böyle bir açıklaması mevcut değil.Nazlı Çelik ve Jennifer Lopez arasında gerçekleşen röportajda Atatürk hakkında bir soru sorulmamış.Jennifer Lopez’in Türkiye konserleri öncesinde verdiği diğer röportajlarda da Atatürk hakkında bir sözüne rastlanmıyor. 	yanlış
283	Bir Instagram sayfası tarafından 20 Şubat 2021 tarihinde yapılan paylaşımda Plüton’un eğitim almamış 23 yaşında bir çiftçi tarafından keşfedildiği iddia edildi. 	Bir Instagram sayfası tarafından yapılan paylaşımda Plüton’un 23 yaşında hiç eğitim almamış bir çiftçi tarafından keşfedildiği iddia edilmişti. Plüton, Clyde Tombaugh tarafından keşfedilmiş. Gökbilime ilgi duyan Tombaugh’un ailesi çiftçilik ile uğraşıyormuş. Gökbilime olan ilgisi ailesi tarafından desteklenmiş ve lise mezuniyetinden hemen sonra Lowell Gözlemevi’nde işe alınmış. Plüton’u keşfettikten sonra da üniversite eğitimini tamamlamış ve akademisyen olmuş. Yani, Tombaugh eğitim almış biri. Sonuç olarak iddia yanlış.	yanlış
85	Dünya Ekonomik Forumu Başkanı Klaus Schwab’ın ‘Türkiye rüyamın merkezi’ dediği iddiası	Klaus Schwab’ın konuşması kırpılmış.Konuşmanın öncesi dinlendiğinde bahsettiği merkezin Türkiye olmadığı anlaşılıyor.Schwab’ın bahsettiği merkez Türkiye’deki Dördüncü Sanayi Devrimi Merkezi.	yanlış
242	Bir Instagram hesabı tarafından 13 Aralık 2022 tarihinde yapılan paylaşımda Ali Babacan’ın “KYK kredileri ve bursları 850 liradan 1.250 liraya yükseltilmedi. Aylık 147 dolardan 67 dolara düşürüldü.” ifadesini kullandığı iddia edildi. 	Bir Instagram hesabı tarafından yapılan paylaşımda Ali Babacan’ın “KYK Kredileri ve bursları 850 liradan 1.250 liraya yükseltilmedi. Aylık 147 dolardan 67 dolara düşürüldü.” ifadesini kullandığı iddia edilmişti. Cumhurbaşkanı Erdoğan, 12 Aralık 2022 tarihinde üniversite öğrencilerinin aldığı ve lisans öğrencileri için halihazırda 850 TL olan öğrenim kredisi ve bursların Ocak 2023 sonrasında 1250 TL olacağını açıkladı. Babacan doğrulanmış Twitter hesabında Erdoğan’ın açıklamasının ardından aynı gün KYK kredilerinin aylık 147 dolardan 67 dolara düşürüldüğünü bir grafikle Twitter hesabında paylaşmış. T.C. Merkez Bankası kur verilerine göre 2013 yılında burs/kredi miktarının 147 dolara, 2023 yılında ise 1250 TL olan KYK burs ve kredi miktarının 67 dolara tekabül ettiği iddiası doğru.	doğru
186	Utah'da gizemli bir monolit bulunduğu iddiası	ABD’nin Utah eyaleti Kamu Güvenliği Dairesi ekiplerinin helikopterle koyun saydıkları sırada bir monolite rastladıkları doğru.Monolitle Stanley Kubrick imzalı “2001: A Space Odyssey” filmine gönderme yapılmış olabilir.Uydu görüntülerinde monolit ilk olarak 2016 yılının ekim ayında görülüyor.	doğru
383	Kızılay ve AFAD'ın ikinci el giysi yardımı kabul etmediği iddiası	AFAD, Türkiye Afet Müdahale Planı (TAMP) kapsamında ikinci el giysi kabul etmediğini açıkladı.Ankara, İstanbul, Bolu ve Manisa gibi şehirlerde valilik ve belediyelerin yürüttüğü kampanyalarda da ikinci el giysi kabul edilmiyor.Türk Kızılay Başkanı Kerem Kınık afet bölgesine gönderilecek ürünlerin ikinci el ve kullanılmış olmaması gerektiğini vurguladı.2011’de Van’da yaşanan depremde de ikinci el kıyafet yardımı kabul edilmemişti.Afet bölgelerinde ikinci el giysi yardımı kabul edilmemesinin temel sebebi salgın hastalıklar.	doğru
159	Tamer Karadağlı ve Yavuz Bingöl'e atfedilen söz ile ilgili iddialar	Paylaşım Yavuz Bingöl’ün hayran sayfasından yapılmış.Tamer Karadağlı’ya ait olduğu iddia edilen tweet ise resmi olmayan bir hesaptan atılmış.Karadağlı veya Bingöl’ün böyle açıklamaları yok.	yanlış
12	Türkiye'nin İslam’a en uygun yaşayan ülkeler arasında 95. sırada yer aldığı iddiası	Söz konusu endeks, Amerika Birleşik Devletleri’nde faaliyet gösteren Islamicity Vakfı tarafından İslam İşbirliği Teşkilatı üyesi ülkeler göz önünde bulundurularak hazırlanıyor.2018’deki endekste ilk 40 ülke arasında Müslüman olarak tanımlanan hiçbir ülke yok. Türkiye 2017’de 81. sıradayken 2018’de 95. sıraya gerilemiş.	doğru
35	Vietnam esiri askerin mors alfabesiyle işkence kelimesini kodladığı iddiası	Video, 2 Mayıs 1966’da Denton’un savaş esiri olduğu dönemde çekilmiş.Jeremiah Denton, görüntülerde Mors alfabesi ile “torture” yani “işkence” kelimesini kodluyor.	doğru
28	Futbolcu Drogba’nın Müslüman olduğu iddiası	Drogba, Twitter hesabından Müslüman olduğu ve İslam’ı seçtiği iddialarını yalanladı.İddiayı paylaşan kaynaklar daha sonra paylaşımlarını silerek, Drogba'nın açıklamalarına yer verdi.Cezayirli gazeteci Chebli Ishaq, Drogba’nın İslam’a geçtiği bilgisinin yanlış olduğunu söyleyerek özür diledi.Drogba dua ettiğini gösteren fotoğrafların, kendi köyünde ziyaret ettiği Müslümanlara karşı saygısını yansıttığını söyledi.	yanlış
170	Bir Twitter hesabı tarafından 8 Ekim 2022 tarihinde yapılan paylaşımda Katar’ın 2022 Dünya Kupası’nda uygulanacak yasaklara ilişkin bir poster yayınladığı iddia edildi. 	Bir Facebook hesabı tarafından paylaşımda Katar’ın 2022 Dünya Kupası’nda uygulanacak yasaklara ilişkin poster yayınladığı iddia edilmişti. Söz konusu poster Katar’da sivil bir grup tarafından hazırlanmış. Katar 2022 Dünya Kupası organizatörleri bilgilerin doğru olmadığını belirtirken taraftarların ve ziyaretçilerin resmi kaynaklara güvenmeleri konusunda uyarıda bulunmuş. Ayrıca, organizatörler kısa süre içinde posterde yer alan bilgilerin yanlışlanacağı kapsamlı bir rehber yayınlayacaklarını da açıkladı.	yanlış
142	Bir Instagram sayfası tarafından 26 Kasım 2020 tarihinde yapılan bir paylaşımda Türkiye’nin Sefalet Endeksi’nde 5. sırada olduğu iddia edildi. Gönderi 3500’den fazla beğeni aldı.	İlgili paylaşımda Türkiye’nin sefalet endeksindeki konumu Hanke Sefalet Endeksi temel alınmış. Burada ise Türkiye 50,6 puanla 5. sırada görünmektedir.	doğru
398	Bir Twitter hesabı tarafından 6 Nisan 2023 tarihinde yapılan paylaşımda Muharrem İnce’nin eşi Ülkü İnce’ye Range Rover markalı 10 milyon TL değerinde araba aldığı iddia edildi. 	Bir Twitter hesabı tarafından yapılan paylaşımda Muharrem İnce’nin eşi Ülkü İnce’ye Range Rover markalı 10 milyon TL değerinde araba aldığı iddia edilmişti. Söz konusu görsel 11 Haziran 2018 tarihinde Ülkü İnce’nin Başak Demirtaş’ı ziyarete giderken çekilen videodan ekran görüntüsü alınarak paylaşılmış. 2018 tarihinde çekilen görüntülerin tekrar paylaşılmasının ardından İBB ve Bakırköy CHP meclis üyesi Nadir Ataman 3 Nisan 2023 tarihinde konuya ilişkin açıklamada bulundu. Ataman, videoda görünen kişinin kendisi olduğunu ve Range Rover markalı aracın bir akrabasına ait olduğunu açıkladı.	yanlış
342	Ankara’daki banliyö trenlerinin kaplanarak Gaziray için kullanıldığı iddiası	E23000 modeli, TCDD için üretilen elektrikli tren modelinin genel adı ve Türkiye’de 2009’dan bu yana 32 adet trenle hizmet veriyor.Bu 32 adet trenden oluşan filonun birimleri farklı şehirlerdeki banliyö hatlarına da farklı zamanlarda kiralanmıştı. Söz konusu tren de daha önce Adapazarı ve Ankara’daki hatlarda kullanılmıştı.TCDD’nin eylül ayında yayımladığı şartname, 4 adet E23000’ın Gaziray’da kullanılacağını gösteriyor.Gaziantep Belediyesi Basın Birimi ile iletişime geçtik. Gaziray trenlerinin üretiminde gecikme olduğu için Başkentray’dan 4 setin kiralandığını belirttiler.	doğru
221	Carrefour'un rastgele bedava buzdolabı vereceği iddiası	Carrefour ismiyle açılan Facebook sayfası oltalama yöntemiyle kişisel bilgileri ele geçirmeye çalışıyor.Hesap sahte ve @ToyotaHiluxClub21 kullanıcı ismini kullanıyor.Carrefour’un resmi Facebook hesabında bedava buzdolabı dağılacağı bilgisi yok.	yanlış
95	Almanya’da Lidl’ın 599 euroya Türkiye’de tatil sattığı iddiası	Lidl’ın seyahat sitesindeki broşürden kişi başı 599 euroya her şey dahil tatil paketine ulaşılabiliyor.599 Euro’dan başlayan fiyat belli tarihler aralığında ve en az iki kişi için geçerli.Bir kullanıcının sosyal medyada paylaştığı ve kataloğu gösterdiği videoda da bu bilgi doğrulanabiliyor.	doğru
51	Doğu Türkistan ‘ın resmi bir Cumhurbaşkanı yok	Kendisini Doğu Türkistan Cumhurbaşkanı olarak tanıtan Abduvaili Buğrahan Osman’ın Cumhurbaşkanlığı gerçek değildir.Doğu Türkistan resmiyette bir devlet değildir. Bu sebeple resmi kabul görmüş bir Cumhurbaşkanı yoktur. Uygur mücadelesi kapsamında Uygur toplumunda kabul görmüş Dünya Uygur Kurultayı ve Doğu Türkistan Sürgün Hükümeti otorite sayılabilir. Fakat Abduvaili Buğrahan Osman bunların herhangi birinde üst kademede görev almamaktadır.	yanlış
240	Amerikalı Harris çiftinin Adıyaman’da avladıkları yaban keçileri	Michael Shaun Harris ve Emieblcek Harris, Türkiye’ye gelerek Adıyaman’da yaban keçisi avladı.Avı Tarım ve Orman Bakanlığı da iddiayı doğruladı.	doğru
484	5 milyon TL’ye özelleştirilen Giresun SEKA’nın 68 milyona geri alındığı iddiası	Giresun SEKA Aksu Kağıt Fabrikası 2003 yılında Milda A.Ş.’ye 5 milyon liraya satıldı.Şirketin zarar üzerine 2013 yılında satışa çıkardığı fabrika arsasını, Giresun İl Özel İdaresi aracılığıyla TOKİ 68 milyon TL’ye geri aldı.TOKİ araziye konut ve stadyum inşa ediyor.	doğru
378	Bir Twitter hesabı tarafından 15 Nisan 2023 tarihinde yapılan paylaşımda IMF tarafından dünya genelinde tek geçerli para birimi olacak merkez bankası dijital parası olarak “Unicoin”in çıkarıldığı iddia edildi. 	Bir Twitter kullacısı tarafından yapılan paylaşımda dünya genelinde tek geçerli para birimi olacak “Unicoin”in IMF tarafından çıkarıldığı iddia edilmişti. Ancak Unicoin, DCMA isimli özel bir şirket tarafından üretildi. IMF, yanlış anlaşılmaların üzerine Unicoin ve DCMA ile bir bağlantısı olmadığını belirten bir basın açıklaması yayınladı.	yanlış
178	Bir Facebook hesabı tarafından 1 Aralık 2022 tarihinde yapılan paylaşımda Lionel Messi'nin 2022 Dünya Kupası'nın üçüncü maçında penaltı kaçırdığı gibi Mario Kempes’in Arjantin’in şampiyon olduğu 1978 Dünya Kupası’nın üçüncü maçında, Diego Maradona’nın ise 1986 Dünya Kupası’nın üçüncü maçında penaltı kaçırdığı iddia edildi.	Bir Facebook hesabı tarafından Lionel Messi’nin 2022 FIFA Dünya Kupası A Grubu üçüncü maçında Polonya karşısında penaltı kaçırmasının ardından Mario Kempes ve Diego Maradona’nın da Arjantin’in şampiyon olduğu 1978 ve 1986 Dünya Kupalarının üçüncü maçlarında penaltı kaçırdığı iddia edilmişti. Arjantin lehine 1978 ve 1986 turnuvalarının üçüncü maçlarında penaltı verilmemiş. Dolayısıyla kaçırılan bir penaltı da bulunmuyor.	yanlış
41	Güney Kore'de kısa giyen kadınların tutuklanma ihtimalinin olduğu iddiası	Güney Kore’de kadınların nasıl giyineceğine yönelik bir kısıtlama ya da bunu kontrol eden bir kolluk gücü bulunmuyor.Güney Kore’de olmasa da İran, Kuzey Kore ve Suudi Arabistan gibi bazı ülkelerde kadınların giyimlerini denetlemekle görevli kamu görevlileri bulunuyor.	yanlış
498	Nihat Zeybekci'nin TBMM'nin sitesindeki özgeçmişinden İngiltere eğitimi kaldırıldı iddiası	Archive.org kullanılarak, TBMM’nin resmi web sitesinden Bakan Zeybekci’nin özgeçmişine bakıldığında, 1 Eylül 2011’de “İngiltere South London College'de Ekonomi eğitimi aldı” ifadesinin yer aldığını görmek mümkün.İlgili sayfanın Archive.org’ta yer alan arşivlerinde Bakan Zeybekci'nin özgeçmişine farklı tarihlerde bakıldığında da İngiltere South London College’in yazdığını görmek mümkün.Ancak 2014 yılına ait archive.org kayıtlarında Bakan Zeybekci’nin özgeçmişinden İngiltere’de aldığı eğitim kaldırılmış.	doğru
421	Bir Instagram hesabı tarafından 17 Şubat 2023 tarihinde yapılan paylaşımda Diyanet İşleri Başkanlığının depremzede evlatlık sorusuna “Evlat edinenle evlatlık arasında evlenme engeli yok” cevabını verdiği iddia edildi.	Bir Facebook hesabı tarafından Diyanet İşleri Başkanlığının depremzede evlatlık sorusuna “Evlat edinenle evlatlık arasında evlenme engeli yok” cevabını verdiği iddia edilmişti. Diyanet İşleri Başkanlığı Din İşleri Yüksek Kurulu’nun internet sitesinde “Depremzede çocuklar evlat edinilebilir mi?” sorusuna verilen cevapta “Evlat edinenle evlatlık arasındaki bu ilişki sebebiyle bir evlenme engeli doğmadığı gibi, evlatlığın kendi öz anne babasının yerine, evlat edinenlerin nesebine kaydedilmesi de caiz değildir.” ifadeleri yer alıyor. Olayın gündem olmasının ardından sayfanın Din İşleri Yüksek Kurulu tarafından silindiği görülüyor.	doğru
206	NASA’nın 24 ilahiyatçı istihdam ettiği iddiası	NASA ilahiyatçı istihdam edeceğini duyurmadı.NASA, İlahiyat Araştırma Merkezi’ndeki araştırmacılara maddi destek sağladı.Araştırmacılar NASA’da çalışmıyor ve NASA’yı temsil etmiyor.	yanlış
282	Ambalajlardaki (F) işaretinin içeceklerdeki mısır şurubunu gösterdiği iddiası	(F) ibaresinin ürünün içeriğinde nişasta bazlı bir şeker olan yüksek fruktozlu mısır şurubu olduğunu gösterdiği iddiası doğru.Üründeki şeker türünün belirtilmesi yasal olarak zorunlu.	doğru
254	Basketbol topu şeklindeki binanın gerçek olduğu iddiası	Görüntülerdeki bina “Madison Square Garden Sphere” olarak isimlendirilen bir eğlence merkezi.Binanın 2,3 milyar dolara yapıldığı tahmin ediliyor.Binanın açılışı 2023’ün sonlarında yapılacak.Dış ekranın tamamen programlanabilir olması, etkileyici görüntülerin ve gösterilerin dışarıda gösterilmesine olanak tanıyor.The Sphere, kapladığı 580 bin metrekarelik alanla dünyanın en büyük küresel binası olarak tanımlanıyor.	doğru
412	Dünya Bankası’nın Ukrayna’nın yeniden inşasının en az 128 milyar dolara mal olacağını açıkladığı iddiası	Dünya Bankası’nın bülteni hatalı aktarılmış.Ukrayna Hükümeti, Avrupa Komisyonu ve Dünya Bankası’nın iş birliği ile hazırlanan bültende Ukrayna’daki mevcut yeniden yapılanma ve toparlanmanın tahmini maliyetinin 349 milyar dolar olduğu açıklandı.	yanlış
4	Diyanet'in yapay eti caiz ilan eden bir fetva yayınladığı iddiası	Din İşleri Yüksek Kurulu’nun yapay etin helal olduğunu söyleyen bir fetvası yok.İddiayı ortaya atan kişi bir toplantıda konuşulan fikirleri aktarmış, bir fetva kararını değil.	yanlış
256	Sinovac Covid-19 aşısının tamamının kullanımının durdurulduğu iddiası	10 Temmuz 2021 itibariyle Sinovac'ın Covid-19 aşısı için randevu alınabiliyor.Sinovac Covid-19 aşılarının sadece bir serinin kullanımı durdu.	yanlış
448	Bir Instagram kullanıcısının yaptığı paylaşımda TCMB’de araç tahsisi mümkün olmayan personele lüks nitelikte araç tahsis edildiği; başkanın üç, yardımcılarının ikişer aracı olduğunun ortaya çıktığı iddia edildi. Paylaşım Instagram’da 2 bine yakın beğeni alarak sosyal medyada yayıldı.	Türkiye Cumhuriyet Merkez Bankası 2019 Yılı Sayıştay Denetim Raporu, gönderide yer alan araç tahsisi mümkün olmayan personele lüks nitelikte araç tahsis edildiği; başkanın üç, yardımcılarının ikişer aracı olduğu iddialarını doğrulamaktadır.	doğru
100	Bir araştırmanın maske takmanın çocuklar üzerindeki etkisini ortaya çıkardığı iddiası	Makale maskenin çocuklarda etkisini değil, ebeveynlerin öznel fikirlerini inceliyor.Makalenin dayandığı anket, hükümetin pandemi önlemlerini eleştiren sosyal medya kullanıcıları ve forumlarda yapılmış; yani ülke genelini temsil etmiyor.Makale hakem onayından geçmiş de değil.	yanlış
226	444 0 911 numaralı hattın 112 Acil Çağrı Merkezi ile anlaşmalı bir acil ambülans ağına ait olduğu iddiası	444 0 911 numaralı hattın bir acil ambülans ağına ait bir hat olduğu iddiası gerçeği yasıtmıyor. Numara, Özel Doğan Hastanesi’ne ait.Sağlık Bakanlığı yetkililerinin verdiği bilgiye göre 112 Acil Çağrı Servisi ile bu hattın herhangi bir ilgisi bulunmuyor. Acil Çağrı Servisi için özel bir şirketle anlaşma da yapılmamış.	yanlış
429	Kırılan tasarruflu ampullerin cıva zehirlenmesine sebep olabildiği iddiası	EPA'ya göre ampulleri kullanırken bir cıva tehlikesi bulunmuyor ancak tasarruflu ampullerin kırılması ile tehlikeli olabilecek cıva buharı ortaya çıkıyor.Kırılan bir tasarruflu ampul 0,04 ila 0,7 miligram civa salıyor. Bir çocukta sağlık riski oluşturması için haftalarca dokunulmadan bırakılması gerekiyor.	doğru
213	Threads hesabını silen kullanıcıların Instagram hesabının da silineceği iddiası	Threads hesabını tamamen silmenin tek yolu 6 Temmuz itibariyle Instagramı da kapatmaktan geçiyor.Threads hesabını donduran kullanıcıların bağlı olduğu Instagram hesabı etkilenmiyor. Hesabı kapatmak ve dondurmak, birbirinden farklı.Threads hesabını donduran kullanıcıların verileri de silinmiyor.	doğru
171	Avrupalı yetkililerin Rusya’ya karşı Türkiye’nin silahlandırılması gerektiğini açıkladığı iddiası	İddiaların kaynağı Eurasia Review adlı sitede yayınlanan bir görüş yazısı.Yazıda Türkiye’nin bölgesel, ekonomik ve askeri olarak, ABD ve NATO ittifakı ile, Rusya’ya karşı koyabilecek tek ülke olduğu belirtiliyor.Ancak yazıdaki düşünceler bir yazarın şahsına ait.	yanlış
98	Hindistan sinemalarında filmlerden önce ulusal marş okunacak	Hindistan’da Yüksek Mahkeme sinema salonlarında her filmden önce ulusal marşın çalınmasına karar verdi.Mahkemenin, filmlerden önce ulusal marş okunması kararına dair açıklamayı bir Hint televizyon kanalı olan India Today de gündeme getirdi.	doğru
292	Çin'in Doğu Türkistan politikalarının araştırılması önergesinin AK Parti oylarıyla reddedildiği iddiası	Mecliste konunun gündeme alınması, önergenin ön görüşmesinde AK Partili vekillerin hayır oylarıyla reddedilmiş.Önergenin görüşülmesi için CHP, HDP ve İyi Parti sıralarının “evet” oyu verildiği açıkça görülebiliyor.	doğru
215	KYK yurtlarında kalmaya ‘cumhurbaşkanına hakaret suçundan hüküm giymeme’ şartı konduğu iddiası	"9 Nisan 2021 tarihinde yayınlanan Resmi Gazete ile öğrencilerin KYK yurtlarında kalabilmesi için ""Cumhurbaşkanına hakaret"" suçundan mahkum olmama şartı getirilmiş.Konuyla ilgili bir önceki yönetmelikte böyle bir ifade yer almıyor. Yani düzenleme yeni."	doğru
61	Bir Twitter hesabı tarafından 27 Haziran 2022 tarihinde yapılan paylaşımda Rusya’nın iddiadaki görülen ve 67 yaşında olduğu iddia edilen aşırı kilolu emekli generali Ukrayna savaşı için göreve çağırdığı iddia edildi.	Bir Twitter hesabı tarafından Rusya’nın 67 yaşındaki obez ve emekli General Pavel’i göreve çağırdığı iddia edilmişti. Hollanda merkezli doğrulama kuruluşların araştırması sonucunda, Pavel isimli general olduğu iddia edilen kişinin, açık kaynaklı araştırma yöntemleriyle Turchin İvan İvanoviç isimli, 58 yaşında emekli bir sınır muhafızı olduğu tespit edilmiş.	yanlış
